Date,INR,Dollar conversion
9/26/2013,82732.60,62.08
9/27/2013,83752.10,62.52
9/30/2013,83045.50,62.59
10/1/2013,80588.00,62.46
10/2/2013,81555.70,62.46
10/3/2013,81282.70,61.74
10/4/2013,80798.50,61.44
10/7/2013,81851.80,61.80
10/8/2013,82249.50,61.96
10/9/2013,80730.60,61.88
10/10/2013,79974.60,61.36
10/11/2013,77366.30,61.02
10/14/2013,79026.10,61.56
10/15/2013,78596.30,61.84
10/16/2013,78781.90,61.74
10/17/2013,80850.20,61.14
10/18/2013,80629.00,61.24
10/21/2013,81026.30,61.58
10/22/2013,82192.80,61.66
10/23/2013,82005.00,61.63
10/24/2013,82591.20,61.47
10/25/2013,83014.60,61.47
10/28/2013,83708.30,61.45
10/29/2013,82830.50,61.43
10/30/2013,83039.40,61.26
10/31/2013,81366.40,61.62
11/1/2013,80815.90,61.75
11/4/2013,81666.30,61.75
11/5/2013,80621.40,61.64
11/6/2013,82200.10,62.40
11/7/2013,81820.80,62.42
11/8/2013,80639.40,62.48
11/11/2013,81150.20,63.25
11/12/2013,81535.50,63.72
11/13/2013,80784.60,63.31
11/14/2013,81352.40,63.12
11/15/2013,81431.40,62.98
11/18/2013,80148.20,62.42
11/19/2013,79469.70,62.37
11/20/2013,78619.10,62.58
11/21/2013,78000.70,62.94
11/22/2013,78376.70,62.73
11/25/2013,77644.00,62.51
11/26/2013,77920.10,62.51
11/27/2013,77496.30,62.15
11/28/2013,77719.20,62.28
11/29/2013,78300.00,62.40
12/2/2013,76548.70,62.33
12/3/2013,75904.70,62.37
12/4/2013,76319.80,62.06
12/5/2013,75526.10,61.76
12/6/2013,75992.90,61.44
12/9/2013,75583.80,61.14
12/10/2013,77361.50,61.05
12/11/2013,77258.80,61.26
12/12/2013,75616.30,61.82
12/13/2013,76587.30,62.20
12/16/2013,76449.50,61.74
12/17/2013,76331.50,62.02
12/18/2013,76297.10,62.10
12/19/2013,74313.50,62.15
12/20/2013,74272.80,62.00
12/23/2013,74308.00,61.96
12/24/2013,74248.10,61.76
12/25/2013,74248.10,61.80
12/26/2013,74421.90,62.17
12/27/2013,75207.90,61.94
12/30/2013,74624.80,61.92
12/31/2013,74504.30,61.81
1/1/2014,74504.30,61.91
1/2/2014,76201.10,62.27
1/3/2014,76795.20,62.19
1/6/2014,77697.40,62.32
1/7/2014,76497.80,62.31
1/8/2014,75909.60,62.17
1/9/2014,76091.70,62.10
1/10/2014,77075.10,61.91
1/13/2014,76845.60,61.53
1/14/2014,77061.10,61.49
1/15/2014,76082.00,61.58
1/16/2014,76426.70,61.54
1/17/2014,76843.70,61.55
1/20/2014,77341.60,61.63
1/21/2014,76582.70,61.89
1/22/2014,76749.60,61.82
1/23/2014,78255.50,61.93
1/24/2014,79174.80,62.70
1/27/2014,79714.00,63.11
1/28/2014,78397.10,62.58
1/29/2014,78949.40,62.48
1/30/2014,77873.70,62.57
1/31/2014,78381.40,62.69
2/3/2014,79117.90,62.57
2/4/2014,78287.50,62.53
2/5/2014,78450.10,62.60
2/6/2014,78559.50,62.38
2/7/2014,78526.80,62.31
2/10/2014,79633.70,62.46
2/11/2014,79830.10,62.23
2/12/2014,80077.90,62.10
2/13/2014,80825.00,62.43
2/14/2014,81958.80,61.86
2/17/2014,82218.70,61.85
2/18/2014,82187.00,62.18
2/19/2014,82171.40,62.24
2/20/2014,81943.10,62.24
2/21/2014,82140.70,62.14
2/24/2014,82814.60,62.08
2/25/2014,82997.90,61.99
2/26/2014,82588.50,61.99
2/27/2014,82619.50,62.00
2/28/2014,82216.50,61.80
3/3/2014,83709.50,62.05
3/4/2014,82681.10,61.91
3/5/2014,82486.20,61.76
3/6/2014,82396.60,61.12
3/7/2014,81577.10,61.09
3/10/2014,81816.00,60.85
3/11/2014,82006.80,60.95
3/12/2014,83554.80,61.22
3/13/2014,83685.40,61.18
3/14/2014,84713.50,61.21
3/17/2014,84315.90,61.09
3/18/2014,82817.70,61.12
3/19/2014,81624.70,60.98
3/20/2014,81285.40,61.34
3/21/2014,81549.40,60.90
3/24/2014,79700.10,60.78
3/25/2014,79440.50,60.49
3/26/2014,78409.50,60.15
3/27/2014,78038.60,60.25
3/28/2014,77325.70,59.89
3/31/2014,77146.50,60.02
4/1/2014,76668.70,60.02
4/2/2014,77268.10,59.91
4/3/2014,77290.40,60.17
4/4/2014,78075.00,60.09
4/7/2014,78066.60,60.12
4/8/2014,78697.70,60.09
4/9/2014,78254.70,60.15
4/10/2014,79388.50,60.08
4/11/2014,79389.70,60.18
4/14/2014,79856.50,60.26
4/15/2014,78191.50,60.24
4/16/2014,78552.00,60.38
4/17/2014,78453.10,60.30
4/18/2014,78453.10,60.30
4/21/2014,78557.00,60.60
4/22/2014,78343.80,60.77
4/23/2014,78470.90,61.10
4/24/2014,78852.50,61.11
4/25/2014,78927.30,60.65
4/28/2014,78660.90,60.65
4/29/2014,78413.30,60.43
4/30/2014,77715.90,60.35
5/1/2014,77112.70,60.27
5/2/2014,77144.10,60.19
5/5/2014,77105.60,60.24
5/6/2014,78469.70,59.99
5/7/2014,77837.80,60.03
5/8/2014,77226.40,59.90
5/9/2014,77468.50,59.97
5/12/2014,77749.70,60.06
5/13/2014,77504.80,59.47
5/14/2014,78027.80,59.49
5/15/2014,76829.30,59.47
5/16/2014,76237.20,58.59
5/19/2014,76147.50,58.38
5/20/2014,76123.60,58.59
5/21/2014,75658.10,58.70
5/22/2014,75968.70,58.29
5/23/2014,75368.70,58.53
5/26/2014,75914.40,58.72
5/27/2014,75286.40,59.05
5/28/2014,74388.60,58.95
5/29/2014,74063.80,58.92
5/30/2014,73892.00,59.20
6/2/2014,73706.20,59.16
6/3/2014,73766.50,59.34
6/4/2014,73899.30,59.28
6/5/2014,74285.80,59.26
6/6/2014,73810.20,59.18
6/9/2014,74150.80,59.21
6/10/2014,74669.40,59.22
6/11/2014,74817.70,59.34
6/12/2014,75027.30,59.30
6/13/2014,76029.90,59.71
6/16/2014,76654.80,60.19
6/17/2014,76208.40,60.33
6/18/2014,76686.50,60.30
6/19/2014,77728.70,60.10
6/20/2014,78953.40,60.18
6/23/2014,79066.10,60.16
6/24/2014,79241.80,60.16
6/25/2014,79235.40,60.09
6/26/2014,78911.60,60.21
6/27/2014,79162.00,60.05
6/30/2014,79090.70,60.06
7/1/2014,79762.80,60.06
7/2/2014,79152.30,59.69
7/3/2014,78819.40,59.74
7/4/2014,78904.30,59.73
7/7/2014,78817.80,59.96
7/8/2014,79141.90,59.76
7/9/2014,79080.60,59.77
7/10/2014,80388.20,60.20
7/11/2014,80186.80,60.10
7/14/2014,78533.00,60.13
7/15/2014,78776.80,60.13
7/16/2014,78261.70,60.13
7/17/2014,78319.30,60.19
7/18/2014,78859.90,60.29
7/21/2014,79096.60,60.25
7/22/2014,78949.10,60.11
7/23/2014,78596.10,60.02
7/24/2014,77687.80,60.13
7/25/2014,77833.90,60.06
7/28/2014,78444.50,60.09
7/29/2014,78128.80,60.13
7/30/2014,77780.00,60.07
7/31/2014,77786.50,60.56
8/1/2014,78856.60,61.22
8/4/2014,78714.00,60.95
8/5/2014,78125.60,60.85
8/6/2014,80277.90,61.50
8/7/2014,79992.20,61.25
8/8/2014,80254.90,61.15
8/11/2014,79971.00,61.18
8/12/2014,80405.50,61.09
8/13/2014,80366.60,61.10
8/14/2014,79880.50,60.77
8/15/2014,78816.20,60.78
8/18/2014,78861.80,60.78
8/19/2014,78710.50,60.68
8/20/2014,78509.40,60.62
8/21/2014,77394.90,60.68
8/22/2014,77305.60,60.47
8/25/2014,77334.30,60.57
8/26/2014,77783.70,60.44
8/27/2014,77553.50,60.46
8/28/2014,78398.60,60.50
8/29/2014,78019.30,60.52
9/1/2014,77839.70,60.53
9/2/2014,76837.20,60.69
9/3/2014,76531.10,60.49
9/4/2014,76874.90,60.36
9/5/2014,76477.50,60.40
9/8/2014,75879.90,60.28
9/9/2014,76041.90,60.61
9/10/2014,76185.90,60.93
9/11/2014,75536.30,60.93
9/12/2014,74773.60,60.66
9/15/2014,75406.50,61.11
9/16/2014,75284.30,61.06
9/17/2014,75280.10,60.92
9/18/2014,74310.10,60.74
9/19/2014,74237.00,60.86
9/22/2014,73823.30,60.95
9/23/2014,74535.90,61.06
9/24/2014,74185.30,60.95
9/25/2014,74503.00,61.34
9/26/2014,74239.00,61.15
9/29/2014,74993.20,61.56
9/30/2014,75131.00,61.94
10/1/2014,74966.80,61.73
10/2/2014,74674.10,61.55
10/3/2014,73641.90,61.55
10/6/2014,73688.10,61.55
10/7/2014,74394.30,61.31
10/8/2014,74697.90,61.36
10/9/2014,74860.90,61.06
10/10/2014,74706.40,61.29
10/13/2014,75202.50,61.01
10/14/2014,75795.10,61.40
10/15/2014,75963.90,61.38
10/16/2014,76530.10,61.84
10/17/2014,75844.70,61.37
10/20/2014,76337.60,61.24
10/21/2014,76699.70,61.15
10/22/2014,76129.90,61.20
10/23/2014,75456.60,61.17
10/24/2014,75456.60,61.17
10/27/2014,75371.50,61.31
10/28/2014,75383.80,61.19
10/29/2014,75025.00,61.29
10/30/2014,73880.90,61.44
10/31/2014,71484.90,61.41
11/3/2014,71718.80,61.42
11/4/2014,71642.10,61.40
11/5/2014,70164.50,61.44
11/6/2014,70348.80,61.50
11/7/2014,71157.60,61.52
11/10/2014,71431.00,61.49
11/11/2014,71249.10,61.52
11/12/2014,71613.80,61.38
11/13/2014,71511.50,61.60
11/14/2014,72204.70,61.72
11/17/2014,73014.90,61.83
11/18/2014,73643.40,61.73
11/19/2014,74098.20,61.95
11/20/2014,73736.90,61.93
11/21/2014,74391.70,61.77
11/24/2014,74183.60,61.86
11/25/2014,74206.10,61.87
11/26/2014,74098.30,61.80
11/27/2014,73934.10,61.86
11/28/2014,73395.50,62.21
12/1/2014,74122.00,61.96
12/2/2014,73988.40,61.80
12/3/2014,74519.80,61.86
12/4/2014,74855.20,61.79
12/5/2014,73866.80,61.92
12/8/2014,73816.90,61.83
12/9/2014,75951.30,61.88
12/10/2014,76247.20,62.12
12/11/2014,75808.90,62.48
12/12/2014,75813.00,62.53
12/15/2014,76073.90,63.18
12/16/2014,76322.70,63.66
12/17/2014,76021.30,63.53
12/18/2014,75734.80,62.99
12/19/2014,75657.20,63.25
12/22/2014,75605.50,63.23
12/23/2014,74419.10,63.44
12/24/2014,74701.30,63.52
12/25/2014,74701.30,63.52
12/26/2014,74830.60,63.56
12/29/2014,75520.80,63.67
12/30/2014,76442.30,63.39
12/31/2014,76125.70,63.04
1/1/2015,76125.70,63.36
1/2/2015,74187.60,63.29
1/5/2015,76014.00,63.35
1/6/2015,76996.10,63.58
1/7/2015,76570.20,63.28
1/8/2015,76260.50,62.68
1/9/2015,75969.30,62.36
1/12/2015,76331.20,62.08
1/13/2015,76519.30,61.98
1/14/2015,76786.10,62.10
1/15/2015,78051.70,62.07
1/16/2015,79211.40,61.87
1/19/2015,78647.70,61.65
1/20/2015,79535.20,61.66
1/21/2015,79699.00,61.56
1/22/2015,79915.40,61.61
1/23/2015,79672.40,61.44
1/26/2015,78841.70,61.48
1/27/2015,79133.20,61.41
1/28/2015,79002.70,61.36
1/29/2015,78427.80,61.80
1/30/2015,78053.60,62.02
2/2/2015,78723.20,61.72
2/3/2015,78018.40,61.60
2/4/2015,78412.30,61.84
2/5/2015,77708.30,61.71
2/6/2015,76603.80,61.97
2/9/2015,76979.00,62.15
2/10/2015,76643.90,62.33
2/11/2015,76190.70,62.38
2/12/2015,76106.70,62.15
2/13/2015,76612.20,62.08
2/16/2015,76477.80,62.11
2/17/2015,75249.00,62.16
2/18/2015,75176.00,62.06
2/19/2015,75394.20,62.14
2/20/2015,75165.20,62.11
2/23/2015,74975.60,62.16
2/24/2015,74274.90,62.17
2/25/2015,74700.50,61.86
2/26/2015,74609.40,61.73
2/27/2015,75031.30,61.66
3/2/2015,75117.40,61.86
3/3/2015,75072.30,61.82
3/4/2015,74560.90,62.31
3/5/2015,74776.40,62.38
3/6/2015,73143.40,62.46
3/9/2015,73083.80,62.63
3/10/2015,72827.10,62.72
3/11/2015,72237.20,62.78
3/12/2015,72070.30,62.54
3/13/2015,72553.00,63.08
3/16/2015,72320.60,62.78
3/17/2015,72164.10,62.62
3/18/2015,71949.80,62.70
3/19/2015,72918.70,62.49
3/20/2015,73890.50,62.41
3/23/2015,73861.90,62.23
3/24/2015,74141.10,62.35
3/25/2015,74581.50,62.41
3/26/2015,75491.60,62.84
3/27/2015,74701.50,62.52
3/30/2015,74277.50,62.51
3/31/2015,74283.90,62.29
4/1/2015,74909.70,62.14
4/2/2015,75003.60,62.07
4/3/2015,75003.60,61.96
4/6/2015,74576.70,62.21
4/7/2015,75451.40,62.30
4/8/2015,75157.30,62.19
4/9/2015,74358.40,62.31
4/10/2015,75217.90,62.28
4/13/2015,74925.20,62.41
4/14/2015,74665.90,62.27
4/15/2015,74478.70,62.36
4/16/2015,75023.50,62.32
4/17/2015,75022.80,62.55
4/20/2015,75241.90,63.14
4/21/2015,75148.50,62.85
4/22/2015,74756.20,62.98
4/23/2015,74963.10,63.28
4/24/2015,75224.00,63.66
4/27/2015,76218.00,63.35
4/28/2015,76318.10,63.05
4/29/2015,76550.90,63.46
4/30/2015,74963.60,63.53
5/1/2015,74690.50,63.72
5/4/2015,74690.50,63.52
5/5/2015,75967.60,63.37
5/6/2015,75867.70,63.62
5/7/2015,76270.70,64.07
5/8/2015,75856.60,63.71
5/11/2015,76028.70,64.01
5/12/2015,76452.60,64.15
5/13/2015,77465.90,64.01
5/14/2015,77989.60,63.38
5/15/2015,77532.30,63.44
5/18/2015,77881.90,63.71
5/19/2015,77344.80,63.76
5/20/2015,77281.30,63.60
5/21/2015,76704.30,63.58
5/22/2015,76499.50,63.49
5/25/2015,76499.50,63.50
5/26/2015,75865.60,63.97
5/27/2015,75965.50,63.83
5/28/2015,75632.60,63.76
5/29/2015,76090.20,63.74
6/1/2015,76421.60,63.59
6/2/2015,76199.00,63.69
6/3/2015,76058.80,64.00
6/4/2015,75281.60,63.96
6/5/2015,74307.30,63.77
6/8/2015,75207.20,63.95
6/9/2015,75282.90,64.01
6/10/2015,75867.90,63.77
6/11/2015,75400.40,63.96
6/12/2015,75850.00,64.10
6/15/2015,75724.80,64.09
6/16/2015,75711.70,64.17
6/17/2015,75580.50,64.01
6/18/2015,76681.00,63.58
6/19/2015,76476.10,63.50
6/22/2015,75317.80,63.52
6/23/2015,74909.00,63.61
6/24/2015,74691.60,63.53
6/25/2015,74580.50,63.52
6/26/2015,74449.70,63.45
6/29/2015,75142.00,63.71
6/30/2015,74569.30,63.60
7/1/2015,74302.30,63.55
7/2/2015,74016.70,63.30
7/3/2015,74112.30,63.41
7/6/2015,74001.60,63.26
7/7/2015,73393.00,63.48
7/8/2015,73674.80,63.46
7/9/2015,73871.70,63.32
7/10/2015,73476.40,63.36
7/13/2015,73273.20,63.45
7/14/2015,73431.20,63.28
7/15/2015,72779.60,63.51
7/16/2015,72702.30,63.46
7/17/2015,71893.10,63.49
7/20/2015,70269.10,63.60
7/21/2015,70284.40,63.58
7/22/2015,69225.40,63.57
7/23/2015,69997.60,63.92
7/24/2015,69171.20,64.11
7/27/2015,70600.70,64.20
7/28/2015,70107.50,63.80
7/29/2015,69619.30,63.82
7/30/2015,69616.30,64.14
7/31/2015,70427.40,63.99
8/3/2015,69921.20,64.18
8/4/2015,69564.40,63.80
8/5/2015,69180.50,63.69
8/6/2015,69507.00,63.72
8/7/2015,69803.60,63.74
8/10/2015,70054.40,63.77
8/11/2015,71205.10,64.33
8/12/2015,72514.00,64.86
8/13/2015,72756.30,65.20
8/14/2015,72691.80,65.13
8/17/2015,73068.80,65.44
8/18/2015,72588.80,65.45
8/19/2015,73374.30,65.11
8/20/2015,75211.60,65.43
8/21/2015,76180.10,66.03
8/24/2015,77782.20,66.81
8/25/2015,74991.10,66.28
8/26/2015,74125.00,66.00
8/27/2015,73851.20,65.97
8/28/2015,75040.50,66.15
8/31/2015,75449.10,66.41
9/1/2015,75671.70,66.38
9/2/2015,75316.20,66.20
9/3/2015,74713.10,66.10
9/4/2015,74352.40,66.69
9/7/2015,74821.80,66.89
9/8/2015,74606.90,66.29
9/9/2015,73677.40,66.62
9/10/2015,73726.30,66.30
9/11/2015,73240.90,66.24
9/14/2015,73284.10,66.26
9/15/2015,73437.80,66.45
9/16/2015,74246.40,66.22
9/17/2015,74239.70,66.07
9/18/2015,75070.80,65.87
9/21/2015,74492.80,65.69
9/22/2015,74004.70,65.91
9/23/2015,74737.00,66.18
9/24/2015,76485.60,66.11
9/25/2015,75965.60,66.17
9/28/2015,74700.20,66.27
9/29/2015,74653.50,65.84
9/30/2015,73123.00,65.52
10/1/2015,73367.20,65.63
10/2/2015,74793.30,65.36
10/5/2015,74420.00,65.13
10/6/2015,75040.80,65.13
10/7/2015,74404.70,64.91
10/8/2015,74208.30,64.82
10/9/2015,74574.40,64.78
10/12/2015,75465.10,64.80
10/13/2015,75930.30,65.10
10/14/2015,76341.60,64.74
10/15/2015,76757.20,64.78
10/16/2015,76575.20,64.70
10/19/2015,76148.30,64.92
10/20/2015,76577.30,65.02
10/21/2015,76065.70,65.15
10/22/2015,76059.20,64.86
10/23/2015,75385.40,64.89
10/26/2015,75740.20,64.92
10/27/2015,75732.60,65.11
10/28/2015,76626.80,64.95
10/29/2015,74946.10,65.45
10/30/2015,74646.80,65.42
11/2/2015,74373.40,65.56
11/3/2015,73731.50,65.57
11/4/2015,73007.30,65.61
11/5/2015,72728.10,65.86
11/6/2015,71633.30,66.14
11/9/2015,72344.00,66.48
11/10/2015,72213.30,66.20
11/11/2015,72133.60,66.07
11/12/2015,72233.30,66.06
11/13/2015,71552.00,66.06
11/16/2015,71596.20,65.89
11/17/2015,71286.50,65.98
11/18/2015,70807.80,66.03
11/19/2015,71668.10,66.09
11/20/2015,71584.80,66.06
11/23/2015,71148.10,66.40
11/24/2015,71429.90,66.26
11/25/2015,70872.50,66.37
11/26/2015,71334.00,66.57
11/27/2015,70566.90,66.91
11/30/2015,70780.90,66.46
12/1/2015,70902.40,66.43
12/2/2015,70316.00,66.59
12/3/2015,70356.30,66.79
12/4/2015,72066.90,66.64
12/7/2015,71790.80,66.77
12/8/2015,71618.90,66.86
12/9/2015,72332.40,66.86
12/10/2015,71526.70,66.76
12/11/2015,71718.10,67.15
12/14/2015,71687.60,67.09
12/15/2015,71072.70,66.86
12/16/2015,71805.20,66.48
12/17/2015,69740.50,66.42
12/18/2015,70571.30,66.26
12/21/2015,71556.20,66.25
12/22/2015,71306.20,66.24
12/23/2015,70734.20,66.04
12/24/2015,70734.20,65.95
12/25/2015,70734.20,66.03
12/28/2015,70712.80,66.14
12/29/2015,71060.00,66.24
12/30/2015,70368.10,66.48
12/31/2015,70125.60,66.21
1/1/2016,70125.60,66.24
1/4/2016,72061.60,66.58
1/5/2016,71747.00,66.48
1/6/2016,72908.20,66.70
1/7/2016,74012.00,66.89
1/8/2016,73464.50,66.85
1/11/2016,73508.10,66.76
1/12/2016,72586.10,66.95
1/13/2016,72710.20,66.92
1/14/2016,73178.60,67.32
1/15/2016,73989.40,67.78
1/18/2016,73722.50,67.66
1/19/2016,73474.00,67.73
1/20/2016,74902.50,67.96
1/21/2016,74518.10,67.80
1/22/2016,74161.30,67.55
1/25/2016,75010.90,67.76
1/26/2016,75485.40,67.74
1/27/2016,75955.20,68.14
1/28/2016,75991.50,68.05
1/29/2016,75466.20,67.88
2/1/2016,76427.40,67.84
2/2/2016,76708.40,67.98
2/3/2016,77111.80,67.93
2/4/2016,78232.90,67.54
2/5/2016,77867.20,67.81
2/8/2016,81057.50,68.03
2/9/2016,80946.30,67.90
2/10/2016,80729.60,67.86
2/11/2016,84782.00,68.47
2/12/2016,84557.10,68.12
2/15/2016,82199.90,68.13
2/16/2016,82729.80,68.47
2/17/2016,82782.10,68.33
2/18/2016,82891.80,68.54
2/19/2016,84333.80,68.55
2/22/2016,83035.20,68.53
2/23/2016,83717.40,68.56
2/24/2016,85757.70,68.43
2/25/2016,84944.10,68.77
2/26/2016,84291.20,68.74
2/29/2016,84498.00,68.21
3/1/2016,83989.30,67.75
3/2/2016,83763.70,67.40
3/3/2016,84204.30,67.12
3/4/2016,85803.30,66.94
3/7/2016,85158.50,66.99
3/8/2016,85376.80,67.31
3/9/2016,83770.50,67.13
3/10/2016,84906.20,67.30
3/11/2016,84877.40,66.92
3/14/2016,83397.80,67.14
3/15/2016,83021.40,67.37
3/16/2016,82598.20,67.17
3/17/2016,84462.90,66.62
3/18/2016,83324.10,66.38
3/21/2016,82760.90,66.50
3/22/2016,83585.60,66.76
3/23/2016,81207.80,66.93
3/24/2016,81434.60,66.92
3/25/2016,81434.60,66.83
3/28/2016,81294.20,66.61
3/29/2016,81519.80,66.38
3/30/2016,82059.20,66.38
3/31/2016,81917.20,66.26
4/1/2016,80367.60,66.37
4/4/2016,80790.10,66.11
4/5/2016,81859.60,66.42
4/6/2016,81449.10,66.52
4/7/2016,82636.90,66.76
4/8/2016,82463.90,66.55
4/11/2016,83375.00,66.29
4/12/2016,83368.20,66.28
4/13/2016,82973.20,66.50
4/14/2016,82180.60,66.60
4/15/2016,81731.00,66.66
4/18/2016,82148.80,66.42
4/19/2016,83553.10,66.15
4/20/2016,82901.20,66.17
4/21/2016,82906.50,66.49
4/22/2016,82719.60,66.66
4/25/2016,82603.60,66.69
4/26/2016,82604.10,66.40
4/27/2016,82895.90,66.36
4/28/2016,83555.40,66.40
4/29/2016,85277.10,66.43
5/2/2016,85386.40,66.35
5/3/2016,85992.80,66.56
5/4/2016,85460.60,66.63
5/5/2016,85191.00,66.56
5/6/2016,85828.10,66.60
5/9/2016,84180.20,66.75
5/10/2016,84146.70,66.63
5/11/2016,85044.60,66.56
5/12/2016,85255.60,66.76
5/13/2016,84521.00,66.86
5/16/2016,85905.80,66.84
5/17/2016,85335.50,66.83
5/18/2016,85258.80,67.14
5/19/2016,83966.10,67.44
5/20/2016,84627.10,67.41
5/23/2016,84054.60,67.41
5/24/2016,83697.60,67.63
5/25/2016,82247.10,67.27
5/26/2016,82175.40,66.93
5/27/2016,81534.40,67.03
5/30/2016,81750.20,67.17
5/31/2016,81556.10,67.21
6/1/2016,81884.60,67.43
6/2/2016,81590.00,67.27
6/3/2016,83504.20,67.00
6/6/2016,83397.80,66.79
6/7/2016,82842.90,66.66
6/8/2016,84193.20,66.50
6/9/2016,84371.60,66.75
6/10/2016,85193.80,66.95
6/13/2016,85948.10,67.19
6/14/2016,86567.30,67.29
6/15/2016,86141.50,67.08
6/16/2016,88180.70,67.32
6/17/2016,86593.10,67.07
6/20/2016,86367.70,67.55
6/21/2016,85925.90,67.62
6/22/2016,85317.30,67.45
6/23/2016,84911.10,67.28
6/24/2016,89302.70,67.89
6/27/2016,90033.00,67.91
6/28/2016,88974.50,67.72
6/29/2016,89458.90,67.42
6/30/2016,89144.00,67.50
7/1/2016,90242.30,67.19
7/4/2016,90875.10,67.27
7/5/2016,91145.20,67.43
7/6/2016,92191.10,67.41
7/7/2016,91428.00,67.50
7/8/2016,91222.30,67.14
7/11/2016,91158.10,67.14
7/12/2016,90148.90,66.98
7/13/2016,90024.70,67.02
7/14/2016,88575.30,66.84
7/15/2016,88988.60,67.14
7/18/2016,89678.50,67.14
7/19/2016,89369.90,67.20
7/20/2016,88428.50,67.16
7/21/2016,88781.30,67.15
7/22/2016,88632.20,67.15
7/25/2016,88398.00,67.41
7/26/2016,88991.60,67.32
7/27/2016,89249.00,67.07
7/28/2016,90001.20,67.01
7/29/2016,89893.90,66.66
8/1/2016,90109.40,66.76
8/2/2016,91023.50,66.68
8/3/2016,91008.90,66.77
8/4/2016,91229.30,66.84
8/5/2016,89503.50,66.84
8/8/2016,89336.60,66.81
8/9/2016,89677.70,66.77
8/10/2016,89881.50,66.77
8/11/2016,90547.90,66.75
8/12/2016,90401.30,66.91
8/15/2016,89545.60,66.85
8/16/2016,89738.90,66.87
8/17/2016,89695.50,66.89
8/18/2016,90203.60,66.83
8/19/2016,90259.30,67.14
8/22/2016,89755.80,67.20
8/23/2016,89987.80,67.12
8/24/2016,89078.40,67.17
8/25/2016,88576.60,67.02
8/26/2016,88428.80,67.14
8/29/2016,88613.40,67.11
8/30/2016,88390.20,67.14
8/31/2016,87680.50,66.97
9/1/2016,87730.00,66.80
9/2/2016,88559.50,66.80
9/5/2016,88669.80,66.47
9/6/2016,88977.30,66.28
9/7/2016,89500.10,66.48
9/8/2016,89221.90,66.63
9/9/2016,88822.60,66.90
9/12/2016,88622.40,66.74
9/13/2016,88558.80,67.14
9/14/2016,88403.60,66.80
9/15/2016,87790.80,66.86
9/16/2016,87672.50,67.08
9/19/2016,88062.10,66.98
9/20/2016,88054.10,66.99
9/21/2016,88868.60,66.74
9/22/2016,89338.00,66.63
9/23/2016,89221.00,66.71
9/26/2016,89344.30,66.61
9/27/2016,88205.70,66.43
9/28/2016,87900.00,66.35
9/29/2016,88157.80,66.81
9/30/2016,88052.00,66.56
10/3/2016,87383.70,66.55
10/4/2016,85371.50,66.61
10/5/2016,84472.20,66.57
10/6/2016,83656.30,66.70
10/7/2016,83991.70,66.60
10/10/2016,83835.80,66.49
10/11/2016,83433.10,66.83
10/12/2016,83636.10,66.81
10/13/2016,84383.10,66.79
10/14/2016,83516.70,66.72
10/17/2016,83880.20,66.79
10/18/2016,83916.90,66.73
10/19/2016,84640.90,66.65
10/20/2016,84971.60,66.83
10/21/2016,84669.00,66.93
10/24/2016,84575.40,66.85
10/25/2016,84856.20,66.81
10/26/2016,84893.50,66.86
10/27/2016,84655.10,66.88
10/28/2016,85019.20,66.78
10/31/2016,84952.40,66.69
11/1/2016,85987.90,66.70
11/2/2016,87048.40,66.76
11/3/2016,86835.20,66.67
11/4/2016,86957.30,66.80
11/7/2016,85624.30,66.75
11/8/2016,85436.60,66.25
11/9/2016,85181.10,66.52
11/10/2016,84401.50,66.87
11/11/2016,83021.40,67.57
11/14/2016,81487.20,67.79
11/15/2016,83072.20,67.79
11/16/2016,83395.10,68.00
11/17/2016,83173.60,68.02
11/18/2016,82535.70,68.19
11/21/2016,82710.40,68.23
11/22/2016,82657.30,68.40
11/23/2016,81204.20,68.78
11/24/2016,81538.40,68.76
11/25/2016,81308.40,68.52
11/28/2016,81600.30,68.58
11/29/2016,81495.50,68.62
11/30/2016,80639.70,68.60
12/1/2016,79437.10,68.24
12/2/2016,80079.60,68.03
12/5/2016,79327.70,68.03
12/6/2016,79636.70,67.74
12/7/2016,79765.20,67.44
12/8/2016,78858.50,67.55
12/9/2016,78486.30,67.47
12/12/2016,77980.40,67.43
12/13/2016,78235.70,67.41
12/14/2016,78492.50,67.48
12/15/2016,76466.60,67.86
12/16/2016,76671.50,67.86
12/19/2016,77062.20,67.84
12/20/2016,76580.20,67.92
12/21/2016,76955.00,67.84
12/22/2016,76954.40,67.85
12/23/2016,76730.40,67.84
12/26/2016,76730.40,67.76
12/27/2016,76991.20,67.98
12/28/2016,77351.30,68.23
12/29/2016,78047.20,67.94
12/30/2016,77772.20,67.96
1/2/2017,77772.20,68.15
1/3/2017,78647.80,68.26
1/4/2017,79294.20,67.89
1/5/2017,79984.40,67.74
1/6/2017,79928.30,68.12
1/9/2017,80410.80,68.10
1/10/2017,81058.50,68.33
1/11/2017,80527.40,68.31
1/12/2017,82033.80,68.14
1/13/2017,81187.80,68.18
1/16/2017,81954.40,68.10
1/17/2017,82673.10,67.86
1/18/2017,82671.60,68.22
1/19/2017,81525.70,68.10
1/20/2017,81835.50,68.08
1/23/2017,82692.10,68.05
1/24/2017,82938.60,68.14
1/25/2017,81351.40,67.99
1/26/2017,80990.60,68.18
1/27/2017,80648.60,68.11
1/30/2017,81080.60,67.83
1/31/2017,82282.40,67.52
